     Time        Chn     ID          Name                             Event Type    Dir    DLC   Data length   Data                            
 [+] 18.483433   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 9F D0 BE D0 BB D0         
 [+] 18.483969   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 BD D1 8B D0 B9 20 D1         
 [+] 18.484517   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 81 D0 B1 D1 80 D0 BE         
 [+] 18.485070   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 D1 81 00 6D 00 50 50         
 [+] 18.485614   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 66 74 00 50 6C 2F 68         
 [+] 18.486158   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 00 68 61 2F 68 00 50         
 [+] 18.486710   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 50 50 6B 6D 2F 68 00         
 [+] 18.487263   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 50 50 50 61 63 2F 68         
 [+] 18.487827   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 00 50 50 50 6C 00 50         
 [+] 18.488371   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 55 53 67 61 6C 00         
 [+] 18.488915   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 50 50 55 4B 67 61 6C         
 [+] 18.489468   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 00 50 50 55 53 67 61         
 [+] 18.490012   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 6C 2F 68 00 55 4B 67         
 [+] 18.490552   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 61 6C 2F 68 00 68 61         
 [+] 18.491104   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 00 50 61 63 00 50 6B         
 [+] 18.491649   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 6D 00 50 6D 69 00 50         
 [+] 18.492193   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 3A 00 50 50 D0 94 D0         
 [+] 18.492741   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 B0 00 50 50 50 D0 9D         
 [+] 18.493297   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 B5 D1 82 00 50 D0         
 [+] 18.493846   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 93 D0 BE D1 82 D0 BE         
 [+] 18.494390   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D0 B2 D1 8B 20 D1 83         
 [+] 18.494922   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D0 B4 D0 B0 D0 BB D0         
 [+] 18.495466   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C B8 D1 82 D1 8C 20 D0         
 [+] 18.496011   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D B2 D1 81 D0 B5 20 D0         
 [+] 18.496547   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E B7 D0 BD D0 B0 D1 87         
 [+] 18.497087   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D0 B5 D0 BD D0 B8 D1         
 [+] 18.497647   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 8F 3F 00 50 50 50 2C         
 [+] 18.498204   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 00 50 50 E2 80 A6 00         
 [+] 18.498740   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D0 98 D0 BD D1 84 D0         
 [+] 18.499280   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 BE D1 80 D0 BC D0 B0         
 [+] 18.499816   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D1 86 D0 B8 D1 8F 20         
 [+] 18.500361   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 D0 BE 20 D0 B3 D1 80         
 [+] 18.500913   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D1 83 D0 B7 D0 BE D0         
 [+] 18.501445   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 B2 D0 B8 D0 BA D0 B5         
 [+] 18.502009   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 50 41 00 50 50 D0         
 [+] 18.502558   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 93 D0 BE D1 82 D0 BE         
 [+] 18.503102   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D0 B2 D0 BE 20 D0 BA         
 [+] 18.503646   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 20 D1 81 D0 B1 D1 80         
 [+] 18.504194   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 BE D1 81 D1 83 3F         
 [+] 18.504739   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 00 50 50 D1 81 D0 B1         
 [+] 18.505287   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 BE D0 B9 00 50 50         
 [+] 18.505819   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 D0 BD D0 B0 D1 87         
 [+] 18.506367   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 D0 B0 D0 BB D0 BE 00         
 [+] 18.506916   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 50 50 50 64 65 6C 61         
 [+] 18.507456   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 79 20 35 20 6D 69 6E         
 [+] 18.508012   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 00 00 50 50 50 44 69         
 [+] 18.508548   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 61 67 6E 6F 73 69 73         
 [+] 18.509109   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 00 50 50 20 00 50 50         
 [+] 18.509657   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 AF D0 B7 D1 8B D0         
 [+] 18.510205   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 BA 00 50 50 50 D0 A2         
 [+] 18.510745   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D1 80 D0 B0 D0 BD D1         
 [+] 18.511286   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 81 D0 BC D0 B8 D1 81         
 [+] 18.511830   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D1 81 D0 B8 D1 8F 00         
 [+] 18.512362   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 50 D0 94 D0 B2 D0 B8         
 [+] 18.512902   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 B3 D0 B0 D1 82 D0         
 [+] 18.513447   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D B5 D0 BB D1 8C 00 50         
 [+] 18.513987   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 A1 D1 86 D0 B5 D0         
 [+] 18.514539   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F BF D0 BA D0 B0 00 50         
 [+] 18.515083   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 50 50 D0 92 D0 9E D0         
 [+] 18.515628   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 9C 00 50 D0 A1 D1 87         
 [+] 18.516176   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D0 B5 D1 82 D1 87 D0         
 [+] 18.516720   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 B8 D0 BA 00 50 D0 9D         
 [+] 18.517264   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D0 B0 D1 81 D1 82 D1         
 [+] 18.517805   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 80 D0 BE D0 B9 D0 BA         
 [+] 18.518357   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 B8 00 50 4D 00 50         
 [+] 18.518913   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 2F 00 50 50 68 00         
 [+] 18.519465   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 50 50 6D 69 6E 00 73         
 [+] 18.520002   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 65 63 00 D0 93 D0 B8         
 [+] 18.520542   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D0 B4 D1 80 D0 B0 D0         
 [+] 18.521074   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B B2 D0 BB D0 B8 D0 BA         
 [+] 18.521626   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 B0 00 50 50 50 D0         
 [+] 18.522159   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D A2 D0 B5 D1 85 D0 BD         
 [+] 18.522695   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 B8 D1 87 D0 B5 D1         
 [+] 18.523239   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 81 D0 BA D0 BE D0 B5         
 [+] 18.523787   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 20 D0 BE D0 B1 D1 81         
 [+] 18.524332   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 BB D1 83 D0 B6 D0         
 [+] 18.524864   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 B8 D0 B2 D0 B0 D0 BD         
 [+] 18.525400   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 B8 D0 B5 00 D0 9A         
 [+] 18.525944   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D0 BE D0 B4 20 D0 BE         
 [+] 18.526481   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 D1 88 D0 B8 D0 B1 D0         
 [+] 18.527025   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 BA D0 B8 00 D0 91 D1         
 [+] 18.527573   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 80 D0 B8 D1 82 D0 B0         
 [+] 18.528121   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 BD D1 81 D0 BA D0         
 [+] 18.528670   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 B8 D0 B5 00 50 50 50         
 [+] 18.529210   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D0 9C D0 B5 D1 82 D1         
 [+] 18.529750   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 80 D0 B8 D1 87 D0 B5         
 [+] 18.530294   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D1 81 D0 BA D0 B8 D0         
 [+] 18.530839   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D B5 00 50 55 53 00 50         
 [+] 18.531391   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 A0 D1 83 D1 81 D1         
 [+] 18.531931   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 81 D0 BA D0 B8 D0 B9         
 [+] 18.532483   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 00 50 D0 AF D1 80 D0         
 [+] 18.533032   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 BA D0 BE D1 81 D1 82         
 [+] 18.533572   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D1 8C 00 50 D0 95 D0         
 [+] 18.534116   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 B4 2E D0 B8 D0 B7 D0         
 [+] 18.534668   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 BC 2E 00 50 50 50 D0         
 [+] 18.535209   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 94 D0 B0 D1 82 D0 B0         
 [+] 18.535761   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 00 50 50 50 D0 92 D1         
 [+] 18.536297   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 80 D0 B5 D0 BC D1 8F         
 [+] 18.536837   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 50 D0 94 D0 B5 D0         
 [+] 18.537374   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 BD D1 8C 2F D0 BD D0         
 [+] 18.537926   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A BE D1 87 D1 8C 00 50         
 [+] 18.538470   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 50 D0 97 D0 B2 D1 83         
 [+] 18.539006   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 BA D0 BE D0 B2 D0         
